Time,Motor,OptenX,OptenY
0.036864519119262695,0,0.0,-0.0021166666666666664
0.06877923011779785,0,0.004233333333333333,-0.0021166666666666664
0.10012531280517578,4,0.01693333333333333,-0.0021166666666666664
0.13248753547668457,13,0.031749999999999994,0.0
0.16379022598266602,23,0.050800000000000005,0.0021166666666666664
0.19662141799926758,34,0.14393333333333333,0.004233333333333334
0.22879958152770996,48,0.28998333333333337,0.016933333333333335
0.25998377799987793,61,0.5143500000000001,0.00211666666666667
0.29196786880493164,77,0.7408333333333335,-0.01058333333333333
0.32453083992004395,94,0.9779000000000002,0.0063500000000000015
0.3559286594390869,114,1.2805833333333334,0.010583333333333333
0.38889575004577637,126,1.5832666666666664,0.02328333333333333
0.41994285583496094,138,1.8880666666666663,0.02751666666666666
0.45258450508117676,149,2.1843999999999997,0.02751666666666666
0.4843480587005615,159,2.4447499999999995,0.021166666666666663
0.51613450050354,167,2.6521833333333324,0.019049999999999997
0.5478353500366211,176,2.829983333333332,0.019049999999999997
0.5803213119506836,185,3.0289499999999983,0.021166666666666663
0.612431526184082,192,3.1601833333333316,0.02328333333333333
0.6442856788635254,200,3.3146999999999984,0.019049999999999997
0.6765074729919434,207,3.4628666666666654,0.014816666666666665
0.7080214023590088,214,3.5919833333333315,0.02328333333333333
0.7402195930480957,221,3.744383333333332,0.031749999999999994
0.772150993347168,231,3.8502166666666655,0.042333333333333334
0.8048675060272217,238,3.987799999999999,0.029633333333333334
0.8357951641082764,244,4.112683333333333,0.029633333333333334
0.8690433502197266,251,4.250266666666667,0.03386666666666667
0.9006476402282715,258,4.406900000000002,0.04445
0.9318878650665283,267,4.50426666666667,0.050800000000000005
0.9643995761871338,278,4.63761666666667,0.055033333333333344
0.9963815212249756,290,4.8344666666666685,0.05926666666666668
1.0283429622650146,302,5.033433333333336,0.07196666666666669
1.0603508949279785,313,5.249333333333337,0.08255000000000003
1.092181921005249,325,5.458883333333338,0.0910166666666667
1.124723196029663,338,5.679016666666673,0.0910166666666667
1.156080722808838,349,5.894916666666674,0.0910166666666667
1.1881072521209717,361,6.159500000000009,0.10160000000000005
1.220047950744629,372,6.371166666666677,0.1185333333333334
1.2523534297943115,384,6.582833333333345,0.13335000000000005
1.2841870784759521,397,6.798733333333346,0.13335000000000005
1.3160984516143799,410,7.040033333333347,0.1312333333333334
1.3479886054992676,422,7.2834500000000135,0.13335000000000005
1.3966624736785889,442,7.647516666666681,0.13335000000000005
1.4287822246551514,456,7.871883333333349,0.1354666666666667
1.4607837200164795,462,8.098366666666683,0.1354666666666667
1.4922878742218018,465,8.286750000000017,0.13758333333333336
1.523913860321045,466,8.422216666666685,0.13758333333333336
1.556020736694336,467,8.483600000000019,0.13758333333333336
1.5887844562530518,467,8.500533333333347,0.13758333333333336
1.619994878768921,467,8.513233333333343,0.13758333333333336
1.6526706218719482,468,8.521700000000006,0.13970000000000002
1.684581995010376,468,8.521700000000006,0.13970000000000002
1.716536283493042,468,8.521700000000006,0.13970000000000002
1.7484450340270996,468,8.521700000000006,0.13970000000000002
1.7803592681884766,468,8.521700000000006,0.13970000000000002
1.8126070499420166,468,8.523816666666672,0.13970000000000002
1.8445549011230469,468,8.525933333333338,0.13970000000000002
1.8764698505401611,469,8.532283333333336,0.13970000000000002
1.9083843231201172,469,8.534400000000002,0.13970000000000002
1.9402658939361572,469,8.534400000000002,0.13970000000000002
1.972179651260376,469,8.534400000000002,0.13970000000000002
2.004128932952881,469,8.534400000000002,0.13970000000000002
2.036060094833374,469,8.534400000000002,0.13970000000000002
2.0679526329040527,469,8.534400000000002,0.13970000000000002
2.1001579761505127,469,8.536516666666667,0.13970000000000002
2.1320724487304688,469,8.536516666666667,0.13970000000000002
2.164020299911499,469,8.536516666666667,0.13970000000000002
2.1959409713745117,469,8.536516666666667,0.13970000000000002
2.2278494834899902,469,8.536516666666667,0.13970000000000002
2.2597594261169434,469,8.536516666666667,0.13970000000000002
2.2926435470581055,469,8.536516666666667,0.13970000000000002
2.3245580196380615,469,8.536516666666667,0.13970000000000002
2.3565051555633545,469,8.536516666666667,0.13970000000000002
2.3884201049804688,469,8.538633333333333,0.13970000000000002
2.420334577560425,469,8.538633333333333,0.13970000000000002
2.4522483348846436,469,8.538633333333333,0.13970000000000002
2.4841713905334473,470,8.538633333333333,0.13970000000000002
2.5160884857177734,470,8.538633333333333,0.13970000000000002
2.547992706298828,470,8.542866666666665,0.13970000000000002
2.580573797225952,470,8.549216666666663,0.13970000000000002
2.611696243286133,470,8.557683333333326,0.13970000000000002
2.643610954284668,470,8.561916666666658,0.13970000000000002
2.6758556365966797,471,8.564033333333324,0.13970000000000002
2.7077667713165283,471,8.564033333333324,0.13970000000000002
2.7406508922576904,471,8.564033333333324,0.13970000000000002
2.77256178855896,471,8.564033333333324,0.13970000000000002
2.804250717163086,471,8.56614999999999,0.13970000000000002
2.836406946182251,471,8.568266666666656,0.13970000000000002
2.8683202266693115,471,8.568266666666656,0.13970000000000002
2.9002110958099365,471,8.570383333333321,0.13970000000000002
2.932121753692627,471,8.570383333333321,0.13970000000000002
2.964277744293213,466,8.561916666666658,0.14393333333333333
2.9965662956237793,458,8.551333333333329,0.14604999999999999
3.027784824371338,446,8.536516666666664,0.14604999999999999
3.0599043369293213,429,8.451849999999999,0.14604999999999999
3.092500686645508,412,8.257116666666665,0.15239999999999998
3.1236605644226074,392,8.161866666666663,0.15239999999999998
3.155956745147705,370,8.020049999999994,0.15239999999999998
3.1884195804595947,344,7.6136499999999945,0.15028333333333332
3.220480442047119,315,7.194549999999995,0.1502833333333333
3.252086877822876,288,6.6632666666666625,0.15239999999999995
3.284418821334839,271,6.210299999999996,0.1291166666666666
3.3164796829223633,257,5.873749999999996,0.1100666666666666
3.3485023975372314,245,5.532966666666662,0.10159999999999993
3.3805735111236572,235,5.226049999999995,0.10159999999999993
3.4122326374053955,225,5.005916666666662,0.10159999999999993
3.444167137145996,217,4.758266666666663,0.09948333333333326
3.476848602294922,209,4.5825833333333295,0.09524999999999992
3.5084102153778076,202,4.432299999999996,0.09524999999999992
3.539778470993042,195,4.292599999999997,0.09101666666666658
3.572455406188965,188,4.133849999999998,0.07831666666666658
3.603588581085205,181,4.002616666666666,0.07408333333333324
3.6361496448516846,173,3.8671499999999988,0.059266666666666565
3.6677651405334473,165,3.7591999999999985,0.050799999999999894
3.6997263431549072,158,3.6067999999999985,0.03809999999999989
3.7324039936065674,149,3.4332333333333316,0.03174999999999989
3.764462471008301,141,3.2935333333333316,0.023283333333333225
3.795901298522949,131,3.1538333333333317,0.02539999999999989
3.827723264694214,111,2.997199999999998,0.02539999999999989
3.8598473072052,97,2.770716666666665,0.010583333333333228
3.892328977584839,81,2.512483333333332,0.006349999999999896
3.924163341522217,66,2.2224999999999993,-0.006350000000000102
3.956465721130371,49,1.8838333333333324,0.006349999999999896
3.9885854721069336,32,1.6023166666666657,0.0063499999999998965
4.020497798919678,15,1.2932833333333325,0.0021166666666665632
4.052441120147705,-2,0.9778999999999992,-0.004233333333333436
4.084359884262085,-20,0.6413499999999992,-0.029633333333333435
4.116241693496704,-36,0.3111499999999992,-0.025400000000000103
4.148155927658081,-51,-0.061383333333334136,-0.014816666666666773
4.1804704666137695,-68,-0.2836333333333341,-0.008466666666666775
4.2122368812561035,-86,-0.6646333333333341,-0.006350000000000108
4.243727207183838,-105,-0.9800166666666674,-0.023283333333333437
4.2764527797698975,-117,-1.2869333333333342,-0.023283333333333437
4.308523893356323,-127,-1.5917333333333343,-0.025400000000000103
4.3404388427734375,-135,-1.854200000000001,-0.023283333333333437
4.372354030609131,-139,-2.076450000000001,-0.012700000000000105
4.404268741607666,-142,-2.1992166666666675,-0.014816666666666771
4.436182975769043,-143,-2.2690666666666677,-0.014816666666666771
4.468100547790527,-144,-2.3008166666666683,-0.01693333333333344
4.499788522720337,-144,-2.3071666666666686,-0.01693333333333344
4.532103538513184,-144,-2.3071666666666686,-0.019050000000000105
4.563586473464966,-145,-2.3092833333333354,-0.019050000000000105
4.5964977741241455,-145,-2.3092833333333354,-0.019050000000000105
4.628433465957642,-145,-2.3092833333333354,-0.019050000000000105
4.660327434539795,-145,-2.3092833333333354,-0.019050000000000105
4.69224214553833,-145,-2.3092833333333354,-0.019050000000000105
4.724336624145508,-146,-2.313516666666669,-0.019050000000000105
4.756376028060913,-146,-2.3177500000000024,-0.019050000000000105
4.788297414779663,-146,-2.319866666666669,-0.019050000000000105
4.8201844692230225,-147,-2.319866666666669,-0.019050000000000105
4.8520989418029785,-147,-2.319866666666669,-0.019050000000000105
4.884042263031006,-147,-2.319866666666669,-0.019050000000000105
4.915957927703857,-147,-2.319866666666669,-0.019050000000000105
4.947876214981079,-147,-2.319866666666669,-0.019050000000000105
4.979766368865967,-148,-2.319866666666669,-0.019050000000000105
5.011671543121338,-148,-2.319866666666669,-0.019050000000000105
5.043612480163574,-148,-2.319866666666669,-0.019050000000000105
5.076530694961548,-148,-2.319866666666669,-0.019050000000000105
5.108413457870483,-148,-2.319866666666669,-0.019050000000000105
5.140360116958618,-148,-2.319866666666669,-0.019050000000000105
5.172272443771362,-149,-2.319866666666669,-0.019050000000000105
5.204188585281372,-149,-2.319866666666669,-0.019050000000000105
5.236095666885376,-149,-2.319866666666669,-0.019050000000000105
5.268018960952759,-149,-2.319866666666669,-0.019050000000000105
5.299932956695557,-149,-2.319866666666669,-0.019050000000000105
5.331840515136719,-149,-2.319866666666669,-0.019050000000000105
5.363759994506836,-149,-2.319866666666669,-0.019050000000000105
5.395645380020142,-149,-2.319866666666669,-0.019050000000000105
5.427594184875488,-149,-2.319866666666669,-0.019050000000000105
5.460473299026489,-150,-2.319866666666669,-0.019050000000000105
5.492398738861084,-150,-2.319866666666669,-0.019050000000000105
5.5243353843688965,-150,-2.319866666666669,-0.019050000000000105
5.556215763092041,-150,-2.319866666666669,-0.019050000000000105
5.588169813156128,-150,-2.319866666666669,-0.019050000000000105
5.6200830936431885,-150,-2.319866666666669,-0.019050000000000105
5.651991605758667,-150,-2.319866666666669,-0.019050000000000105
5.683906555175781,-151,-2.319866666666669,-0.019050000000000105
5.715789079666138,-151,-2.319866666666669,-0.019050000000000105
5.747727632522583,-151,-2.319866666666669,-0.019050000000000105
5.780616044998169,-151,-2.319866666666669,-0.019050000000000105
5.8119189739227295,-149,-2.313516666666669,-0.02116666666666677
5.844408273696899,-144,-2.3008166666666683,-0.023283333333333437
5.876474618911743,-136,-2.2902333333333345,-0.023283333333333437
5.907493591308594,-126,-2.2563666666666675,-0.023283333333333437
5.93976354598999,-115,-2.199216666666667,-0.02116666666666677
5.971936225891113,-104,-2.0891499999999996,-0.02116666666666677
6.0038440227508545,-92,-1.985433333333333,-0.019050000000000105
6.035759925842285,-79,-1.8922999999999999,-0.019050000000000105
6.067673683166504,-61,-1.8224500000000001,-0.019050000000000105
6.099605560302734,-50,-1.6107833333333335,-0.02116666666666677
6.131503343582153,-36,-1.3250333333333337,-0.010583333333333441
6.163973331451416,-25,-1.0435166666666673,-0.006350000000000109
6.195838451385498,-15,-0.7874000000000005,-0.006350000000000109
6.227633237838745,-5,-0.7196666666666671,-0.004233333333333443
6.260172128677368,7,-0.5397500000000004,-0.006350000000000109
6.291755199432373,14,-0.5736166666666671,-0.006350000000000109
6.324588060379028,22,-0.5651500000000004,-0.006350000000000109
6.356729030609131,29,-0.49953333333333383,-0.008466666666666775
6.38815450668335,37,-0.3873500000000004,0.0042333333333332245
6.419728517532349,44,-0.2540000000000004,0.004233333333333225
6.4517598152160645,51,-0.11641666666666706,-0.014816666666666773
6.483729839324951,57,0.019049999999999605,-0.025400000000000107
6.516112565994263,65,0.16721666666666626,-0.014816666666666775
6.5480265617370605,73,0.3005666666666663,0.0063499999999998905
6.579818964004517,82,0.44026666666666636,0.010583333333333222
6.6117775440216064,88,0.582083333333333,0.014816666666666554
6.644860744476318,98,0.747183333333333,0.014816666666666554
6.675712823867798,108,0.880533333333333,0.01693333333333322
6.708236932754517,118,1.0498666666666663,0.02328333333333322
6.739686012268066,129,1.2318999999999996,0.03598333333333322
6.771592855453491,141,1.4308666666666663,0.03598333333333322
6.803648471832275,152,1.6573499999999997,0.02539999999999989
6.835562705993652,165,1.8817166666666663,0.014816666666666558
6.86747932434082,177,2.0997333333333326,0.014816666666666558
6.900392055511475,189,2.3198666666666656,0.014816666666666558
6.932305097579956,206,2.546349999999999,0.014816666666666558
6.9642205238342285,218,2.7580166666666655,0.010583333333333226
6.995920658111572,230,2.9802666666666653,0.014816666666666558
7.028153657913208,241,3.200399999999999,0.03598333333333322
7.0600974559783936,252,3.4162999999999992,0.05926666666666656
7.091878890991211,266,3.6364333333333327,0.048683333333333224
7.123718023300171,276,3.8798499999999994,0.02963333333333323
7.155778408050537,284,4.10845,0.021166666666666566
7.18769097328186,289,4.303183333333334,0.0253999999999999
7.220618486404419,293,4.453466666666667,0.033866666666666566
7.251531362533569,295,4.540250000000001,0.035983333333333235
7.284467697143555,295,4.605866666666668,0.038099999999999905
7.315349817276001,296,4.633383333333335,0.038099999999999905
7.348055124282837,296,4.6418500000000025,0.038099999999999905
7.379969596862793,296,4.6418500000000025,0.038099999999999905
7.4121034145355225,296,4.643966666666669,0.038099999999999905
7.444013595581055,296,4.643966666666669,0.038099999999999905
7.475927114486694,296,4.643966666666669,0.038099999999999905
7.509848117828369,296,4.643966666666669,0.038099999999999905
7.540251731872559,296,4.646083333333336,0.038099999999999905
7.572159290313721,296,4.646083333333336,0.038099999999999905
7.604066610336304,296,4.646083333333336,0.038099999999999905
7.635986804962158,297,4.648200000000003,0.038099999999999905
7.668310880661011,297,4.654550000000003,0.038099999999999905
7.700228452682495,297,4.654550000000003,0.038099999999999905
7.732152223587036,298,4.65666666666667,0.038099999999999905
7.764063596725464,298,4.65666666666667,0.038099999999999905
7.7959513664245605,298,4.65666666666667,0.038099999999999905
7.827898263931274,298,4.65666666666667,0.038099999999999905
7.859810829162598,298,4.65666666666667,0.038099999999999905
7.891722679138184,298,4.65666666666667,0.038099999999999905
7.923640966415405,298,4.65666666666667,0.038099999999999905
7.955561637878418,298,4.65666666666667,0.038099999999999905
7.9884352684021,298,4.65666666666667,0.038099999999999905
8.020350217819214,298,4.65666666666667,0.038099999999999905
8.052264928817749,298,4.65666666666667,0.038099999999999905
8.083460330963135,298,4.65666666666667,0.038099999999999905
8.116368293762207,298,4.65666666666667,0.038099999999999905
8.148294925689697,298,4.65666666666667,0.038099999999999905
8.180208921432495,298,4.65666666666667,0.038099999999999905
8.211523056030273,298,4.658783333333337,0.038099999999999905
8.243434190750122,298,4.658783333333337,0.038099999999999905
8.27534818649292,298,4.658783333333337,0.038099999999999905
8.308282852172852,298,4.658783333333337,0.038099999999999905
8.340332984924316,298,4.658783333333337,0.038099999999999905
8.372254133224487,298,4.658783333333337,0.038099999999999905
8.404265880584717,299,4.660900000000003,0.038099999999999905
8.436196088790894,299,4.660900000000003,0.038099999999999905
8.468095541000366,299,4.660900000000003,0.038099999999999905
8.50001049041748,299,4.660900000000003,0.038099999999999905
8.531924962997437,299,4.660900000000003,0.038099999999999905
8.563840866088867,299,4.660900000000003,0.038099999999999905
8.595754146575928,299,4.66301666666667,0.038099999999999905
8.627669095993042,299,4.66301666666667,0.038099999999999905
8.659583330154419,299,4.66301666666667,0.040216666666666574
8.691777467727661,294,4.652433333333336,0.042333333333333244
8.723555564880371,285,4.639733333333336,0.042333333333333244
8.756243705749512,272,4.622800000000002,0.04444999999999991
8.788126230239868,254,4.5275500000000015,0.04444999999999991
8.819499492645264,237,4.326466666666668,0.04868333333333325
8.851488590240479,215,4.207933333333334,0.05079999999999992
8.883346796035767,191,4.038600000000001,0.04021666666666658
8.915832757949829,166,3.585633333333334,0.027516666666666578
8.94775652885437,136,3.139016666666667,0.004233333333333245
8.98008418083191,116,2.650066666666667,-0.02328333333333342
9.011783838272095,97,2.1441833333333338,-0.04656666666666675
9.04408597946167,76,1.691216666666667,-0.04868333333333342
9.07558012008667,64,1.348316666666667,-0.05715000000000008
9.107512712478638,54,1.037166666666667,-0.061383333333333415
9.139617204666138,45,0.8699500000000003,-0.05080000000000009
9.171550035476685,37,0.6540500000000004,-0.05080000000000009
9.20414113998413,29,0.49953333333333366,-0.05080000000000009
9.236127376556396,21,0.31326666666666697,-0.06138333333333342
9.267560958862305,14,0.15451666666666697,-0.06985000000000009
9.299265384674072,6,0.046566666666666985,-0.07408333333333343
9.332279443740845,-1,-0.131233333333333,-0.08678333333333343
9.364013671875,-8,-0.264583333333333,-0.09313333333333343
9.396073818206787,-16,-0.40216666666666634,-0.09101666666666676
9.428089618682861,-23,-0.5185833333333331,-0.08466666666666676
9.459761142730713,-31,-0.6434666666666664,-0.09736666666666677
9.491938829421997,-39,-0.7768166666666665,-0.0952500000000001
9.523805856704712,-49,-0.9398,-0.08466666666666676
9.55595850944519,-62,-1.0795000000000001,-0.0889000000000001
9.587548017501831,-76,-1.3271500000000003,-0.07408333333333343
9.619903087615967,-92,-1.557866666666667,-0.0762000000000001
9.65138864517212,-107,-1.8330333333333337,-0.08043333333333343
9.68350076675415,-123,-2.1336000000000004,-0.09948333333333342
9.715614557266235,-139,-2.4320500000000007,-0.10371666666666676
9.74752926826477,-156,-2.7008666666666676,-0.10371666666666676
9.780136823654175,-174,-3.003550000000001,-0.11853333333333343
9.811707735061646,-199,-3.3083500000000012,-0.1333500000000001
9.843568563461304,-216,-3.6279666666666675,-0.1397000000000001
9.87623929977417,-232,-4.004733333333334,-0.1397000000000001
9.908006429672241,-249,-4.330700000000002,-0.1502833333333334
9.93976902961731,-266,-4.622800000000002,-0.15451666666666675
9.972195386886597,-286,-4.9487666666666685,-0.16721666666666676
10.003673315048218,-300,-5.293783333333335,-0.17356666666666676
10.035306692123413,-310,-5.604933333333335,-0.16933333333333342
10.067431926727295,-318,-5.920316666666668,-0.17991666666666672
10.099291801452637,-323,-6.138333333333335,-0.17780000000000007
10.131532669067383,-325,-6.314016666666669,-0.17991666666666672
10.163289546966553,-326,-6.383866666666669,-0.1756833333333334
10.195361137390137,-326,-6.417733333333336,-0.16721666666666674
10.227895021438599,-326,-6.42196666666667,-0.1693333333333334
10.259822368621826,-326,-6.42196666666667,-0.1693333333333334
10.291981220245361,-327,-6.42196666666667,-0.1693333333333334
10.323896884918213,-328,-6.42196666666667,-0.1693333333333334
10.35581088066101,-329,-6.42196666666667,-0.1693333333333334
10.387970685958862,-329,-6.42196666666667,-0.1693333333333334
10.419899702072144,-330,-6.42196666666667,-0.1693333333333334
10.451800346374512,-331,-6.42196666666667,-0.1693333333333334
10.48376750946045,-332,-6.42196666666667,-0.17145000000000005
10.515443801879883,-334,-6.42196666666667,-0.1735666666666667
10.547338247299194,-334,-6.419850000000003,-0.1778
10.57932424545288,-335,-6.417733333333336,-0.17991666666666667
10.61121416091919,-336,-6.415616666666669,-0.18203333333333332
10.643568515777588,-336,-6.411383333333336,-0.1735666666666667
10.675939321517944,-337,-6.409266666666669,-0.1735666666666667
10.707430601119995,-337,-6.407150000000002,-0.1735666666666667
10.73934531211853,-337,-6.407150000000002,-0.1735666666666667
10.772257566452026,-338,-6.407150000000002,-0.1735666666666667
10.803174495697021,-338,-6.407150000000002,-0.1735666666666667
10.836086511611938,-339,-6.405033333333336,-0.17568333333333336
10.867290735244751,-339,-6.398683333333335,-0.18203333333333332
10.89920711517334,-339,-6.398683333333335,-0.18203333333333332
10.931833028793335,-339,-6.3965666666666685,-0.18203333333333332
10.96374249458313,-340,-6.3965666666666685,-0.18203333333333332
10.995661735534668,-340,-6.3965666666666685,-0.18203333333333332
11.027576208114624,-340,-6.394450000000002,-0.18203333333333332
11.059959650039673,-341,-6.392333333333335,-0.18203333333333332
11.092040061950684,-341,-6.385983333333335,-0.18203333333333332
11.123953819274902,-341,-6.385983333333335,-0.18203333333333332
11.155900001525879,-342,-6.383866666666668,-0.18203333333333332
11.187815189361572,-342,-6.383866666666668,-0.18203333333333332
11.220044612884521,-342,-6.381750000000001,-0.17991666666666667
11.25144338607788,-342,-6.379633333333334,-0.1735666666666667
11.283326148986816,-343,-6.379633333333334,-0.1735666666666667
11.31547236442566,-343,-6.377516666666668,-0.1735666666666667
11.347383737564087,-343,-6.377516666666668,-0.1735666666666667
11.379298686981201,-344,-6.377516666666668,-0.1735666666666667
11.412179470062256,-344,-6.377516666666668,-0.1735666666666667
11.444093704223633,-345,-6.377516666666668,-0.1735666666666667
11.476007223129272,-345,-6.377516666666668,-0.1735666666666667
11.507956743240356,-346,-6.377516666666668,-0.1735666666666667
11.539871215820312,-346,-6.375400000000001,-0.1735666666666667
11.571431398391724,-342,-6.366933333333334,-0.18203333333333332
11.603498220443726,-336,-6.354233333333333,-0.18203333333333332
11.635505676269531,-327,-6.33095,-0.17780000000000004
11.66756272315979,-317,-6.297083333333332,-0.1799166666666667
11.699196577072144,-306,-6.176433333333333,-0.18203333333333335
11.731444597244263,-294,-6.068483333333332,-0.17568333333333339
11.76383900642395,-273,-5.979583333333332,-0.16510000000000008
11.796090602874756,-260,-5.9499499999999985,-0.16298333333333342
11.844033002853394,-242,-5.926666666666664,-0.16510000000000008
11.875471353530884,-222,-5.782733333333331,-0.16721666666666674
11.90727949142456,-209,-5.4736999999999965,-0.16298333333333342
11.939403772354126,-199,-5.171016666666663,-0.16086666666666677
11.971443176269531,-190,-4.8704499999999955,-0.1672166666666668
12.003867626190186,-181,-4.679949999999995,-0.15875000000000014
12.035783529281616,-173,-4.536016666666662,-0.15663333333333349
12.067698240280151,-165,-4.343399999999997,-0.15451666666666683
12.099056005477905,-158,-4.184649999999999,-0.15663333333333349
12.131364822387695,-151,-4.038599999999999,-0.15663333333333349
12.163448095321655,-143,-3.9052499999999983,-0.13758333333333353
12.195287227630615,-134,-3.7634333333333316,-0.13335000000000022
12.227061986923218,-126,-3.608916666666665,-0.13335000000000022
12.259532451629639,-119,-3.456516666666665,-0.1397000000000002
12.291292428970337,-111,-3.3104666666666653,-0.1397000000000002
12.323752641677856,-104,-3.174999999999999,-0.12700000000000022
12.355730295181274,-96,-3.035299999999999,-0.12911666666666688
12.387110710144043,-88,-2.8955999999999986,-0.12488333333333355
12.419025659561157,-80,-2.7558999999999982,-0.12700000000000022
12.452114582061768,-64,-2.6013833333333314,-0.12700000000000022
12.483771324157715,-53,-2.4256999999999986,-0.12700000000000022
12.515429019927979,-42,-2.2373166666666653,-0.12700000000000022
12.547858953475952,-30,-2.0319999999999987,-0.12700000000000022
12.580682516098022,-17,-1.7716499999999988,-0.11430000000000022
12.611786603927612,-5,-1.5811499999999987,-0.12276666666666688
12.643902063369751,8,-1.5134166666666653,-0.11853333333333355
12.6760892868042,19,-1.4880166666666654,-0.11853333333333355
12.70713186264038,31,-1.4477999999999989,-0.11641666666666688
12.73979115486145,43,-1.388533333333332,-0.12276666666666687
12.77171277999878,55,-1.1578166666666654,-0.11853333333333355
12.80358624458313,67,-0.9080499999999985,-0.11853333333333355
12.83509349822998,80,-0.675216666666665,-0.13335000000000022
12.86699366569519,94,-0.4804833333333318,-0.11853333333333355
12.89982295036316,103,-0.24341666666666528,-0.10371666666666687
12.930973291397095,111,0.031750000000001354,-0.09948333333333353
12.963353157043457,117,0.23071666666666799,-0.09101666666666686
12.995926141738892,118,0.37253333333333466,-0.08678333333333352
13.027835607528687,119,0.43815000000000137,-0.08678333333333352
13.059633493423462,120,0.465666666666668,-0.08678333333333352
13.091554641723633,120,0.4762500000000013,-0.08678333333333352
13.123626708984375,120,0.48683333333333456,-0.08678333333333352
13.155152559280396,120,0.4889500000000012,-0.08678333333333352
13.187311172485352,121,0.49318333333333453,-0.08678333333333352
13.219385862350464,121,0.49741666666666784,-0.08890000000000019
13.251300811767578,121,0.49741666666666784,-0.08890000000000019
13.283215284347534,121,0.49741666666666784,-0.08890000000000019
13.316132545471191,121,0.4995333333333345,-0.08890000000000019
13.347044706344604,121,0.4995333333333345,-0.08890000000000019
13.379957914352417,121,0.4995333333333345,-0.08890000000000019
13.411871671676636,121,0.4995333333333345,-0.08890000000000019
13.443790197372437,121,0.4995333333333345,-0.08890000000000019
13.475700616836548,121,0.4995333333333345,-0.08890000000000019
13.507921934127808,122,0.5016500000000012,-0.08890000000000019
13.539868116378784,122,0.5016500000000012,-0.08890000000000019
13.571762084960938,122,0.5016500000000012,-0.08890000000000019
13.603665351867676,122,0.5016500000000012,-0.08890000000000019
13.635580778121948,122,0.5016500000000012,-0.08890000000000019
13.667494297027588,122,0.5016500000000012,-0.08890000000000019
13.69940972328186,122,0.5016500000000012,-0.08890000000000019
13.731324911117554,122,0.5016500000000012,-0.08890000000000019
13.76323938369751,122,0.5016500000000012,-0.08890000000000019
13.795188903808594,122,0.5016500000000012,-0.08890000000000019
13.827100038528442,122,0.5016500000000012,-0.08890000000000019
13.859006643295288,122,0.5016500000000012,-0.08890000000000019
13.891327619552612,122,0.5037666666666678,-0.08890000000000019
13.923240184783936,122,0.5058833333333345,-0.08890000000000019
13.955154657363892,122,0.5080000000000011,-0.08890000000000019
13.987860679626465,122,0.5122333333333344,-0.08678333333333352
14.019121646881104,123,0.5143500000000011,-0.08890000000000019
14.051036596298218,123,0.5164666666666677,-0.08890000000000019
14.083949565887451,123,0.5164666666666677,-0.08890000000000019
14.115862846374512,123,0.5164666666666677,-0.08890000000000019
14.147778749465942,123,0.5164666666666677,-0.08890000000000019
14.179692268371582,123,0.5164666666666677,-0.08890000000000019
14.211606740951538,123,0.5164666666666677,-0.08890000000000019
14.243521451950073,123,0.5164666666666677,-0.08890000000000019
14.275436162948608,123,0.5164666666666677,-0.08890000000000019
14.307352066040039,123,0.5164666666666677,-0.08890000000000019
14.339265823364258,123,0.5164666666666677,-0.08890000000000019
14.37134861946106,123,0.5185833333333344,-0.08890000000000019
14.403263330459595,123,0.5185833333333344,-0.08890000000000019
14.435242652893066,118,0.5122333333333344,-0.08043333333333351
